#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;;x
#### City of Wonders ####;;;;;;;;;;;;;;;
wonder_city_of_wonders_qarth;[FromFromFrom.GetName];;;;;;;;;;;;;;x
wonder_city_of_wonders_qarth_desc;The city of Qarth, situated on the Jade Gates, controls the entrance to the Far East and beyond. The Queen of Cities is home to the famous Triple Wall, an architectural masterpiece and wonder of man. Engraved into the Triple Wall are scenes of war, fauna, and love. The city inside is no less splendid. The most famous sites are the Hall of a Thousand Thrones, the palace of Xaro Xhoan Daxos, and the House of the Undying.;;;;;;;;;;;;;;x
wonder_city_of_wonders_qarth_construction_desc;The city of Qarth, situated on the Jade Gates, controls the entrance to the Far East and beyond. The Queen of Cities is home to the famous Triple Wall, an architectural masterpiece and wonder of man. Engraved into the Triple Wall are scenes of war, fauna, and love. The city inside is no less splendid. The most famous sites are the Hall of a Thousand Thrones, the palace of Xaro Xhoan Daxos, and the House of the Undying.;;;;;;;;;;;;;;x
### MEEREEN ###;;;;;;;;;;;;;;;
wonder_city_of_wonders_meereen;Meereen;;;;;;;;;;;;;;x
wonder_city_of_wonders_meereen_desc;This bastion of the ancient Ghiscari Empire is the most powerful of the Slaver Cities. The Ghiscari nobles governing Meereen are the Great Masters. They rule from grand pyramids dotted throughout the city. The most wondrous of these is the Great Pyramid, built to echo the now ruined Great Pyramid of Old Ghis. Golden domes lie atop the magnificent Temple of the Graces. Meanwhile, many fighting pits dot the grand city--including the Great Pit of Daznak.;;;;;;;;;;;;;;x
wonder_city_of_wonders_meereen_construction_desc;This bastion of the ancient Ghiscari Empire is the most powerful of the Slaver Cities. The Ghiscari nobles governing Meereen are the Great Masters. They rule from grand pyramids dotted throughout the city. The most wondrous of these is the Great Pyramid, built to echo the now ruined Great Pyramid of Old Ghis. Golden domes lie atop the magnificent Temple of the Graces. Meanwhile, many fighting pits dot the grand city--including the Great Pit of Daznak.;;;;;;;;;;;;;;x
### YUNKAI ###;;;;;;;;;;;;;;;
wonder_city_of_wonders_yunkai;Yunkai;;;;;;;;;;;;;;x
wonder_city_of_wonders_yunkai_desc;The Wise Masters rule the grand city of Yunkai with an iron hold. This Slaver City is home to the Golden Pyramid of Qaggaz, the largest of Yunkai's pyramids. More disreputable than Meereen, Yunkai's Wise Masters are cunning but tainted by corruption.;;;;;;;;;;;;;;x
wonder_city_of_wonders_yunkai_construction_desc;The Wise Masters rule the grand city of Yunkai with an iron hold. This Slaver City is home to the Golden Pyramid of Qaggaz, the largest of Yunkai's pyramids. More disreputable than Meereen, Yunkai's Wise Masters are cunning but tainted by corruption.;;;;;;;;;;;;;;x
### ASTAPOR ###;;;;;;;;;;;;;;;
wonder_city_of_wonders_astapor;Astapor;;;;;;;;;;;;;;x
wonder_city_of_wonders_astapor_desc;Called the Red City, Astapor is the southernmost of the Slaver Cities and closest to the ruins of Old Ghis. Like her northern sister Meereen, fighting pits dot the entirety of Astapor. Most famous are the Unsullied, trained from birth to become formidable war machines. “Bricks and blood built Astapor, and bricks and blood her people.”;;;;;;;;;;;;;;x
wonder_city_of_wonders_astapor_construction_desc;Called the Red City, Astapor is the southernmost of the Slaver Cities and closest to the ruins of Old Ghis. Like her northern sister Meereen, fighting pits dot the entirety of Astapor. Most famous are the Unsullied, trained from birth to become formidable war machines. “Bricks and blood built Astapor, and bricks and blood her people.”;;;;;;;;;;;;;;x
### OLDTOWN ###;;;;;;;;;;;;;;;
wonder_city_of_wonders_oldtown;Oldtown;;;;;;;;;;;;;;x
wonder_city_of_wonders_oldtown_desc;The great city of Oldtown is the most prosperous in Westeros. This city of wonders sprawls around the Hightower, home to the legendary house of the same name. Oldtown's massive harbor, at the mouth of the Honeywine, features galleys from the Jade Gates and beyond. More famous is the Citadel, the center of the order of maesters in Westeros. Here, the archmaesters train new students and do their mysterious studies. Further splendid is Starry Sept, once the center of the Faith of the Seven. Its black marble walls soar into the sky as if reaching out to the Seven themselves.;;;;;;;;;;;;;;x
wonder_city_of_wonders_oldtown_construction_desc;The great city of Oldtown is the most prosperous in Westeros. This city of wonders sprawls around the Hightower, home to the legendary house of the same name. Oldtown's massive harbor, at the mouth of the Honeywine, features galleys from the Jade Gates and beyond. More famous is the Citadel, the center of the order of maesters in Westeros. Here, the archmaesters train new students and do their mysterious studies. Further splendid is Starry Sept, once the center of the Faith of the Seven. Its black marble walls soar into the sky as if reaching out to the Seven themselves.;;;;;;;;;;;;;;x
### KING'S LANDING ###;;;;;;;;;;;;;;;
wonder_city_of_wonders_kings_landing;King’s Landing;;;;;;;;;;;;;;x
wonder_city_of_wonders_kings_landing_desc;A group of hills only three centuries ago, the seat of the Iron Throne has become the most populous city in the realm. On Aegon’s High Hill, the Red Keep stands at the mouth of the Blackwater Rush. Built by Maegor the Cruel, the seven red drum-towers overlook the city, behind high red walls. Within the Red Keep are the Iron Throne, Tower of the Hand, Maidenvault, and the infamous black cells. Underground passages seem to twist and turn underneath the keep. West of the Red Keep is Visenya's Hill, on which sits the Great Sept of Baelor. The grand home of the High Septon, the Great Sept's only rival is the Starry Sept in Oldtown. To the south, past the slums of Flea Bottom, is Rhaenys' Hill. There, the dilapidated ruin of the Dragonpit lies with its broken bronze dome.;;;;;;;;;;;;;;x
wonder_city_of_wonders_kings_landing_construction_desc;A group of hills only three centuries ago, the seat of the Iron Throne has become the most populous city in the realm. On Aegon’s High Hill, the Red Keep stands at the mouth of the Blackwater Rush. Built by Maegor the Cruel, the seven red drum-towers overlook the city, behind high red walls. Within the Red Keep are the Iron Throne, Tower of the Hand, Maidenvault, and the infamous black cells. Underground passages seem to twist and turn underneath the keep. West of the Red Keep is Visenya's Hill, on which sits the Great Sept of Baelor. The grand home of the High Septon, the Great Sept's only rival is the Starry Sept in Oldtown. To the south, past the slums of Flea Bottom, is Rhaenys' Hill. There, the dilapidated ruin of the Dragonpit lies with its broken bronze dome.;;;;;;;;;;;;;;x
### YIN ###;;;;;;;;;;;;;;;
wonder_city_of_wonders_yin;[FromFromFrom.GetName];;;;;;;;;;;;;;x
wonder_city_of_wonders_yin_desc;The great city of Yin is the largest of the YiTish ports on the Jade Sea and a nexus for many of the trade routes in eastern Essos. The grey, indigo, pearl-white, and the azure God-Emperors have used Yin as their capital. Corlys Velaryon returned from Yin with silk, spice, and jade. It was enough to make House Velaryon the wealthiest house in Westeros.;;;;;;;;;;;;;;x
wonder_city_of_wonders_yin_construction_desc;The great city of Yin is the largest of the YiTish ports on the Jade Sea and a nexus for many of the trade routes in eastern Essos. The grey, indigo, pearl-white, and the azure God-Emperors have used Yin as their capital. Corlys Velaryon returned from Yin with silk, spice, and jade. It was enough to make House Velaryon the wealthiest house in Westeros.;;;;;;;;;;;;;;x
### PORT OF IBBEN ###;;;;;;;;;;;;;;;
wonder_city_of_wonders_ibben;[FromFromFrom.GetName];;;;;;;;;;;;;;x
wonder_city_of_wonders_ibben_desc;The Shadow Council has ruled the Port of Ibben since the Doom of Valyria. The Thousand, a large assembly of Ibbish noblemen, elect the Shadow Council. The port is the largest settlement on the bleak isle of Ib. Its most notable structure is the colossal palace of the God-Kings of old. The ruined castle, though, has been barren since the Doom, when the Ibbish overthrew the last God-King.;;;;;;;;;;;;;;x
wonder_city_of_wonders_ibben_construction_desc;The Shadow Council has ruled the Port of Ibben since the Doom of Valyria. The Thousand, a large assembly of Ibbish noblemen, elect the Shadow Council. The port is the largest settlement on the bleak isle of Ib. Its most notable structure is the colossal palace of the God-Kings of old. The ruined castle, though, has been barren since the Doom, when the Ibbish overthrew the last God-King.;;;;;;;;;;;;;;x
### ELYRIA ###;;;;;;;;;;;;;;;
wonder_city_of_wonders_elyria;[FromFromFrom.GetName];;;;;;;;;;;;;;x
wonder_city_of_wonders_elyria_desc;A remnant of the Freehold, Elyria was mostly unaffected by the Doom. It continues to be one of the wealthiest and prominent cities on Slaver’s Bay. Now, it shares closer ties to the Slaver Cities to the east. The nobility of Ghiscari descent governs the island city.;;;;;;;;;;;;;;x
wonder_city_of_wonders_elyria_construction_desc;A remnant of the Freehold, Elyria was mostly unaffected by the Doom. It continues to be one of the wealthiest and prominent cities on Slaver’s Bay. Now, it shares closer ties to the Slaver Cities to the east. The nobility of Ghiscari descent governs the island city.;;;;;;;;;;;;;;x
### ASSHAI ###;;;;;;;;;;;;;;;
wonder_city_of_wonders_asshai;[FromFromFrom.GetName];;;;;;;;;;;;;;x
wonder_city_of_wonders_asshai_desc;The legendary city of Asshai-by-the-Shadow sits at the eastern end of the Jade Sea & the edge of the known world. Its shadowbinders practice some of the most advanced sorcery in the world. The people of Asshai are mysterious and hold an ominous reputation. Asshai's great black wall is so large that it could contain Volantis, Qarth, King’s Landing, and Oldtown. Gold, amber, and dragonglass are abundant in the gloomy city. Thus, they are the largest exports of its massive port, which is only rivaled by Yin. The same black stone of Asshai's walls makes up its buildings, giving the city its aura of evil and dread. Upriver on the River Ash are the terrible ruins of the city of corpses, Stygai. Horrifying monsters haunt Stygai, and even the shadowbinders fear to go there.;;;;;;;;;;;;;;x
wonder_city_of_wonders_asshai_construction_desc;The legendary city of Asshai-by-the-Shadow sits at the eastern end of the Jade Sea & the edge of the known world. Its shadowbinders practice some of the most advanced sorcery in the world. The people of Asshai are mysterious and hold an ominous reputation. Asshai's great black wall is so large that it could contain Volantis, Qarth, King’s Landing, and Oldtown. Gold, amber, and dragonglass are abundant in the gloomy city. Thus, they are the largest exports of its massive port, which is only rivaled by Yin. The same black stone of Asshai's walls makes up its buildings, giving the city its aura of evil and dread. Upriver on the River Ash are the terrible ruins of the city of corpses, Stygai. Horrifying monsters haunt Stygai, and even the shadowbinders fear to go there.;;;;;;;;;;;;;;x
### GOGOSSOS ## ISLE OF TEARS ###;;;;;;;;;;;;;;;
wonder_city_of_wonders_gogossos;[FromFromFrom.GetName];;;;;;;;;;;;;;x
wonder_city_of_wonders_gogossos_desc;A dreadful, ruined island, the Isle of Tears is the largest of the Basilisk Isles north of Sothoryos. Once a Ghiscari colony called Gogai, the Valyrians conquered it in the Third Ghiscari War. The dragonlords renamed it to Gogossos and used it as a massive slave colony. After the Doom, it grew powerful in the Century of Blood--it continued to be a nexus of the slave trade in Essos. However, the Red Death decimated the populations of Gogossos and the surrounding islands. To this day, the Isle of Tears is mostly uninhabited.;;;;;;;;;;;;;;x
wonder_city_of_wonders_gogossos_construction_desc;A dreadful, ruined island, the Isle of Tears is the largest of the Basilisk Isles north of Sothoryos. Once a Ghiscari colony called Gogai, the Valyrians conquered it in the Third Ghiscari War. The dragonlords renamed it to Gogossos and used it as a massive slave colony. After the Doom, it grew powerful in the Century of Blood--it continued to be a nexus of the slave trade in Essos. However, the Red Death decimated the populations of Gogossos and the surrounding islands. To this day, the Isle of Tears is mostly uninhabited.;;;;;;;;;;;;;;x
### OLD GHIS ###;;;;;;;;;;;;;;;
wonder_city_of_wonders_old_ghis;[FromFromFrom.GetName];;;;;;;;;;;;;;x
wonder_city_of_wonders_old_ghis_desc;Five thousand years ago, the ruins of Old Ghis once served as the capital of the vast Ghiscari Empire. The legendary Grazdan the Great founded the great city. He would go on to conquer Slaver's Bay with his formidable lockstep legions. Colossal ruins of ancient pyramids straddle Old Ghis. The largest is the Great Pyramid of Old Ghis, far grander than the Great Pyramid of Meereen to the north. The city fell, though, after the Fifth Ghiscari War when the Valyrians razed Old Ghis to the ground.;;;;;;;;;;;;;;x
wonder_city_of_wonders_old_ghis_construction_desc;Five thousand years ago, the ruins of Old Ghis once served as the capital of the vast Ghiscari Empire. The legendary Grazdan the Great founded the great city. He would go on to conquer Slaver's Bay with his formidable lockstep legions. Colossal ruins of ancient pyramids straddle Old Ghis. The largest is the Great Pyramid of Old Ghis, far grander than the Great Pyramid of Meereen to the north. The city fell, though, after the Fifth Ghiscari War when the Valyrians razed Old Ghis to the ground.;;;;;;;;;;;;;;x
### NEW GHIS ###;;;;;;;;;;;;;;;
wonder_city_of_wonders_new_ghis;[FromFromFrom.GetName];;;;;;;;;;;;;;x
wonder_city_of_wonders_new_ghis_desc;New Ghis is the smallest of the Ghiscari cities, situated on an island in the Gulf of Grief and to the south of Old Ghis. Like most of Slaver's Bay, Ghiscari nobility rule this prosperous slave port. The iron legions of New Ghis are nearly as formidable the old Ghiscari Empire’s lockstep legions.;;;;;;;;;;;;;;x
wonder_city_of_wonders_new_ghis_construction_desc;New Ghis is the smallest of the Ghiscari cities, situated on an island in the Gulf of Grief and to the south of Old Ghis. Like most of Slaver's Bay, Ghiscari nobility rule this prosperous slave port. The iron legions of New Ghis are nearly as formidable the old Ghiscari Empire’s lockstep legions.;;;;;;;;;;;;;;x
### PENTOS ###;;;;;;;;;;;;;;;
wonder_city_of_wonders_pentos;[FromFromFrom.GetName];;;;;;;;;;;;;;x
wonder_city_of_wonders_pentos_desc;Pentos is the westernmost of the Free Cities, the daughters of Old Valyria. Since the Doom, a council of magisters and the Prince of Pentos have ruled the Free City. In Pentos, wealth is power. The Pentoshi nobility and wealthy merchants own massive walled estates nearby the port. Meanwhile, Pentoshi spice traders live in square brick towers. Though it has high walls surrounding it, Pentos is still the most vulnerable of the Free Cities. A large red temple serves the majority Rhllor population.;;;;;;;;;;;;;;x
wonder_city_of_wonders_pentos_construction_desc;Pentos is the westernmost of the Free Cities, the daughters of Old Valyria. Since the Doom, a council of magisters and the Prince of Pentos have ruled the Free City. In Pentos, wealth is power. The Pentoshi nobility and wealthy merchants own massive walled estates nearby the port. Meanwhile, Pentoshi spice traders live in square brick towers. Though it has high walls surrounding it, Pentos is still the most vulnerable of the Free Cities. A large red temple serves the majority Rhllor population.;;;;;;;;;;;;;;x
### QOHOR ###;;;;;;;;;;;;;;;
wonder_city_of_wonders_qohor;Qohor;;;;;;;;;;;;;;x
wonder_city_of_wonders_qohor_desc;Qohor is the easternmost of the Free Cities. The dark arts run rampant within its stone walls. Among these arts are divination, blood magic, and even necromancy. Worshipped is the Black Goat, a dark god as dark as Qohorik sorcery. The city lies on the western terminus of overland trade routes stretching from as far as Asshai. Qohor's location and the valuables in the Forest of Qohor provide an enormity of wealth. Qohor is famous for its forges, which make stunning metalwork far superior to that of Westeros. Qohorik forges guard the close-kept secret to reforging Valyrian steel.;;;;;;;;;;;;;;x
wonder_city_of_wonders_qohor_construction_desc;QohorQohor is the easternmost of the Free Cities. The dark arts run rampant within its stone walls. Among these arts are divination, blood magic, and even necromancy. Worshipped is the Black Goat, a dark god as dark as Qohorik sorcery. The city lies on the western terminus of overland trade routes stretching from as far as Asshai. Qohor's location and the valuables in the Forest of Qohor provide an enormity of wealth. Qohor is famous for its forges, which make stunning metalwork far superior to that of Westeros. Qohorik forges guard the close-kept secret to reforging Valyrian steel.;;;;;;;;;;;;;;x
### LORATH ###;;;;;;;;;;;;;;;
wonder_city_of_wonders_lorath;[FromFromFrom.GetName];;;;;;;;;;;;;;x
wonder_city_of_wonders_lorath_desc;Though it is the poorest of the Free Cities, the city of Lorath is rich in its heritage. Many groups have left their imprint on Lorath. The ancient mazemakers built grandiose mazes sprawling across the Lorathi isles. Now, though, they are ruins. The Andals later colonized the islands, until Valyrians razed Lorath during the Scouring. Afterward, the cult of Boash, or the Blind God, built large temples where the mazes once were. Since the extinction of the Boash, though, a council of magisters rules Lorath. The city is famous for its beautiful purple velvets, but fishing remains its source of wealth. Lorath has a massive fleet of fishing vessels. It provides an abundance of cod, walrus tusks, sealskins, and whale oil for export.;;;;;;;;;;;;;;x
wonder_city_of_wonders_lorath_construction_desc;Though it is the poorest of the Free Cities, the city of Lorath is rich in its heritage. Many groups have left their imprint on Lorath. The ancient mazemakers built grandiose mazes sprawling across the Lorathi isles. Now, though, they are ruins. The Andals later colonized the islands, until Valyrians razed Lorath during the Scouring. Afterward, the cult of Boash, or the Blind God, built large temples where the mazes once were. Since the extinction of the Boash, though, a council of magisters rules Lorath. The city is famous for its beautiful purple velvets, but fishing remains its source of wealth. Lorath has a massive fleet of fishing vessels. It provides an abundance of cod, walrus tusks, sealskins, and whale oil for export.;;;;;;;;;;;;;;x
### NORVOS ###;;;;;;;;;;;;;;;
wonder_city_of_wonders_norvos;[FromFromFrom.GetName];;;;;;;;;;;;;;x
wonder_city_of_wonders_norvos_desc;Norvos lies on the intersection of the Noyne and an ancient Valyrian road used by caravans from the Far East. Norvos is most famous for its Three Bells, said by Lomas Longstrider himself to be a wonder of the world. Noom, Narrah, and Nyel govern every aspect of Norvosi life. Divided into two parts, Norvos has a high city and a low city. The high city, where nobility dwell, is atop a high hill and surrounded by high stone walls. Most notable is the mighty fortress-temple of the Bearded Priests. The lower city, on the banks of the Noyne, is where most Norvosi live. Astone stair called the Sinner’s Steps connects both the high and lower city.;;;;;;;;;;;;;;x
wonder_city_of_wonders_norvos_construction_desc;Norvos lies on the intersection of the Noyne and an ancient Valyrian road used by caravans from the Far East. Norvos is most famous for its Three Bells, said by Lomas Longstrider himself to be a wonder of the world. Noom, Narrah, and Nyel govern every aspect of Norvosi life. Divided into two parts, Norvos has a high city and a low city. The high city, where nobility dwell, is atop a high hill and surrounded by high stone walls. Most notable is the mighty fortress-temple of the Bearded Priests. The lower city, on the banks of the Noyne, is where most Norvosi live. Astone stair called the Sinner’s Steps connects both the high and lower city.;;;;;;;;;;;;;;x
### MYR ###;;;;;;;;;;;;;;;
wonder_city_of_wonders_myr;[FromFromFrom.GetName];;;;;;;;;;;;;;x
wonder_city_of_wonders_myr_desc;The wealthy Free City of Myr is the most advanced of her sisters, with her brilliance in the arts and learning. Renowned Myrish artisans churn out high-quality finished goods. These include their lenses, tapestries, nectar wine, Myrish lace, and Myrish fire. The city is on a point where an ancient Valyrian road meets the Sea of Myrth. Many different temples are within Myr, especially the red temples of Rhllor. The Myrish are a seafaring folk, and their large port feeds the Narrow Sea trade.;;;;;;;;;;;;;;x
wonder_city_of_wonders_myr_construction_desc;The wealthy Free City of Myr is said to be the most advanced of her sisters, with her brilliance in the arts and learning. Myrish artisans are renowned for the quality of their finished goods, especially their lenses, tapestries, nectar wine, Myrish lace, and Myrish fire. The city itself is situated where an ancient Valyrian road meets the Sea of Myrth. Many different temples are located within the city, especially the red temples of Rhllor. The Myrish are a seafaring folk, and their large port feeds the Narrow Sea trade.;;;;;;;;;;;;;;x
### LYS ###;;;;;;;;;;;;;;;
wonder_city_of_wonders_lys;[FromFromFrom.GetName];;;;;;;;;;;;;;x
wonder_city_of_wonders_lys_desc;The Valyrian dragonlords first settled Lys as a paradise resort, and it continues to be so. Sellswords defend the walled city, and a conclave of wealthy magisters rule it. Its pleasure gardens and pillow houses are famous throughout the world. The blood of Old Valyria runs strong in Lys. Even the smallfolk share the silver hair & purple eyes of the Valyrian dragonlords. Many buildings of faith are in the city, including the Temple of Trade, Temple of Yndros, and some red temples. Slavery is crucial to the Lyseni economy. Lyseni pillow houses utilize eugenics to breed the most beautiful slaves. The infamous Lyseni alchemists make many poisons--including the tears of Lys and strangler.;;;;;;;;;;;;;;x
wonder_city_of_wonders_lys_construction_desc;The Valyrian dragonlords first settled Lys as a paradise resort, and it continues to be so. Sellswords defend the walled city, and a conclave of wealthy magisters rule it. Its pleasure gardens and pillow houses are famous throughout the world. The blood of Old Valyria runs strong in Lys. Even the smallfolk share the silver hair & purple eyes of the Valyrian dragonlords. Many buildings of faith are in the city, including the Temple of Trade, Temple of Yndros, and some red temples. Slavery is crucial to the Lyseni economy. Lyseni pillow houses utilize eugenics to breed the most beautiful slaves. The infamous Lyseni alchemists make many poisons--including the tears of Lys and strangler.;;;;;;;;;;;;;;x
### TYROSH ###;;;;;;;;;;;;;;;
wonder_city_of_wonders_tyrosh;[FromFromFrom.GetName];;;;;;;;;;;;;;x
wonder_city_of_wonders_tyrosh_desc;Ruled by an elected Archon, the Free City of Tyrosh is a massive harbor fortress with high walls. The Tyroshi are aggressive slavers, as some Tyroshi travel even beyond the Wall for slaves. Tyroshi artisans produce fine metalwork and most brutal torture devices. Within Tyrosh's inner walls of black dragonstone are many houses of faith. Most famous is the Temple of Trios, with a fearsome three-headed dog guarding its entrance.;;;;;;;;;;;;;;x
wonder_city_of_wonders_tyrosh_construction_desc;Ruled by an elected Archon, the Free City of Tyrosh is a massive harbor fortress with high walls. The Tyroshi are aggressive slavers, as some Tyroshi travel even beyond the Wall for slaves. Tyroshi artisans produce fine metalwork and most brutal torture devices. Within Tyrosh's inner walls of black dragonstone are many houses of faith. Most famous is the Temple of Trios, with a fearsome three-headed dog guarding its entrance.;;;;;;;;;;;;;;x
### NY SAR ###;;;;;;;;;;;;;;;
wonder_city_of_wonders_ny_sar;[FromFromFrom.GetName];;;;;;;;;;;;;;x
